time_s,x_m,y_m,theta_rad,v_m_s,w_rad_s
2.475000000000000000e+01,7.943430937875126219e+00,3.022694497202036867e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.480000000000000071e+01,7.945841909466793140e+00,3.022033273964061184e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.485000000000000142e+01,7.948252881058460062e+00,3.021372050726085501e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.490000000000000213e+01,7.950663852650126984e+00,3.020710827488109818e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.495000000000000284e+01,7.953074824241793905e+00,3.020049604250134134e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.500000000000000000e+01,7.955485795833460827e+00,3.019388381012158451e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.505000000000000071e+01,7.957896767425127749e+00,3.018727157774182768e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.510000000000000142e+01,7.960307739016794670e+00,3.018065934536207084e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.515000000000000213e+01,7.962718710608461592e+00,3.017404711298231401e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.520000000000000284e+01,7.965129682200128514e+00,3.016743488060255718e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.525000000000000000e+01,7.967540653791795435e+00,3.016082264822280035e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.530000000000000071e+01,7.969951625383462357e+00,3.015421041584304351e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.535000000000000142e+01,7.972362596975129279e+00,3.014759818346328668e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
